Date,open,high,low,close,volume,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2025-09-07 16:00:00,111329.99,111371.35,110861.2,111259.99,940.48526,104481951.6392065,147101,469.78447,52170540.8461015
2025-09-07 20:00:00,111259.99,111600.0,111001.45,111137.34,867.49224,96517902.0742857,169000,433.60542,48246052.0013959
2025-09-08 00:00:00,111137.35,111372.0,110621.78,111052.11,1701.47085,188935229.5706134,308906,836.7991,92904009.1225977
2025-09-08 04:00:00,111052.11,111609.04,110899.69,111280.39,1330.12513,147913206.1259522,184140,701.81909,78044546.8271472
2025-09-08 08:00:00,111280.4,112186.98,111252.9,112052.43,2723.68786,304673937.2371262,309105,1317.82578,147374478.7921226
2025-09-08 12:00:00,112052.43,112924.37,111877.64,112631.75,3018.22348,339071513.5215589,466756,1572.71776,176693309.5946482
2025-09-08 16:00:00,112631.74,112670.06,111978.67,112097.31,1681.81458,188910893.9861728,316939,615.64599,69157804.7904159
2025-09-08 20:00:00,112097.31,112512.71,111896.0,112065.23,1127.08021,126399082.0235368,158752,486.85197,54599126.2306991
2025-09-09 00:00:00,112065.23,112104.41,111111.0,111708.0,2091.77038,233281366.99759272,364708,1119.70716,124850202.9663854
2025-09-09 04:00:00,111708.01,113293.29,111624.12,112991.11,2906.5944,327413687.2850088,352029,1393.69534,156948740.4893934
2025-09-09 08:00:00,112991.11,113176.51,112403.91,112433.59,1848.92022,208676364.3961763,210918,778.05933,87830424.6128296
2025-09-09 12:00:00,112433.59,112950.0,110766.66,110880.76,4662.13241,521744273.1514073,742791,2061.34504,230751567.3988564
2025-09-09 16:00:00,110880.76,111388.04,110788.0,111301.53,2121.49527,235604707.70760968,252884,1219.7246,135439035.7961595
2025-09-09 20:00:00,111301.53,111745.69,111090.07,111546.39,1748.3698,194745598.3685712,219912,1024.84891,114153204.9139441
2025-09-10 00:00:00,111546.38,111586.26,110917.45,111545.88,1667.04272,185465386.6155964,285335,805.56444,89625575.415682
2025-09-10 04:00:00,111545.88,112602.35,111372.42,112553.65,2477.2586,277249952.5249674,275054,1291.20908,144582430.6901727
2025-09-10 08:00:00,112553.65,112859.8,112097.2,112299.99,2579.59736,290014477.6866819,286707,1008.77698,113415730.1632463
2025-09-10 12:00:00,112300.0,114313.13,112299.99,113853.99,6630.72074,752976102.9855294,774516,3390.81038,384880932.4896983
2025-09-10 16:00:00,113853.99,114074.46,113155.03,113574.52,2628.46871,298513456.480389,357649,953.94643,108328664.735695
2025-09-10 20:00:00,113574.53,114025.78,113528.01,113960.0,1534.3301,174615373.9291473,203273,824.33267,93813363.9878381
2025-09-11 00:00:00,113960.0,114434.23,113669.82,114400.01,1596.62879,182015809.9484474,263136,961.52159,109618338.0863404
2025-09-11 04:00:00,114400.01,114459.65,113957.2,114083.58,1954.14285,223126882.0417047,250844,925.38594,105675000.5673342
2025-09-11 08:00:00,114083.58,114200.0,113776.0,113999.99,1512.60333,172426276.7572932,230229,687.23071,78339092.8955698
2025-09-11 12:00:00,113999.99,114715.02,113430.0,114180.31,5143.69337,586732694.6300663,862926,2412.1846,275257309.9663539
2025-09-11 16:00:00,114180.32,114605.54,114102.0,114419.99,1437.71411,164436578.7247937,279325,662.48431,75761951.1595842
2025-09-11 20:00:00,114420.0,115488.09,114246.04,115482.69,2031.94874,233502902.85423568,279899,1095.49278,125943730.0153388
2025-09-12 00:00:00,115482.69,116331.81,115045.45,115194.14,3703.00155,428356309.2089632,563995,1926.14769,222855145.5843458
2025-09-12 04:00:00,115194.14,115656.87,115086.7,115086.7,1630.41759,188078296.7325352,252459,713.19737,82280586.3343344
2025-09-12 08:00:00,115086.7,115273.12,114888.01,114913.45,1958.78975,225295701.80976552,242507,1059.45555,121850301.8511183
2025-09-12 12:00:00,114913.45,115500.95,114740.99,115121.18,2042.13901,235016851.083263,545024,1043.1043,120057659.0211684
2025-09-12 16:00:00,115121.18,116665.63,115030.3,116632.51,3863.84437,448507362.6390792,485400,2325.63773,269971516.7945582
2025-09-12 20:00:00,116632.51,116632.51,115752.68,116029.42,2125.91492,246867748.0282574,392106,928.03012,107760180.2714145
2025-09-13 00:00:00,116029.41,116298.78,115576.26,115957.0,2254.31226,261424386.4074438,283017,797.29772,92472022.5164034
2025-09-13 04:00:00,115957.0,115957.01,115657.81,115778.71,1062.2047,122972028.1949855,141293,452.32207,52362368.8851466
2025-09-13 08:00:00,115778.72,116166.71,115767.33,115974.11,1228.90503,142484356.3569964,143877,653.86468,75813012.0463785
2025-09-13 12:00:00,115974.11,116060.0,115603.98,115768.68,1373.33567,159057213.320817,243380,622.10718,72047224.8773255
2025-09-13 16:00:00,115768.68,115817.37,115127.27,115797.12,1589.96184,183620137.4283777,291478,742.20207,85724072.0362997
2025-09-13 20:00:00,115797.12,115991.29,115797.11,115918.29,760.68444,88166098.9411407,120590,322.29987,37354329.077799
2025-09-14 00:00:00,115918.29,116109.0,115651.99,115679.98,879.64203,101912530.9419283,182719,448.54268,51966994.5557105
2025-09-14 04:00:00,115679.99,115936.0,115449.59,115805.39,914.78349,105892525.6856135,131190,504.47234,58398068.4339452
2025-09-14 08:00:00,115805.39,116165.19,115748.78,115794.91,840.40714,97461407.1532089,148132,364.9191,42315741.2992963
2025-09-14 12:00:00,115794.92,115878.49,115141.8,115224.01,2036.51269,235055297.9986442,365569,1029.19419,118798605.6038738
2025-09-14 16:00:00,115224.01,115657.5,115193.9,115634.99,869.12927,100365108.8130344,166241,529.68951,61162930.2854492
2025-09-14 20:00:00,115634.99,116087.35,115135.0,115268.01,1167.12735,135075494.3761698,243367,530.08995,61334719.1252671
2025-09-15 00:00:00,115268.01,115594.9,114825.0,115445.45,1291.49944,148755333.5916781,309719,645.8765,74396767.2458549
2025-09-15 04:00:00,115445.46,116757.99,115400.0,115806.62,2645.45158,307301863.2130075,460919,1400.41903,162689713.3734039
2025-09-15 08:00:00,115806.62,115806.62,114625.87,115070.0,3497.27876,402341170.1946332,597624,1627.73693,187272169.6451818
