Date,open,high,low,close,open_binned,high_binned,low_binned,close_binned,volume_binned,quote_asset_volume_binned,num_trades_binned,taker_buy_base_asset_volume_binned,taker_buy_quote_asset_volume_binned,MA_20_binned,EMA_20_binned,BBL_20_2.0_binned,BBM_20_2.0_binned,BBU_20_2.0_binned,BBB_20_2.0_binned,BBP_20_2.0_binned,RSI_14_binned,MACD_12_26_9_binned,MACDs_12_26_9_binned,MACDh_12_26_9_binned,ATR_14_binned,Return_binned,High_Low_binned,Open_Close_binned,UpperShadow_binned,LowerShadow_binned,Hour_binned,Weekday_binned,Volume_MA20_binned,Volume_Change_binned,VWAP_binned,VWAP_20_binned
2025-08-02 04:00:00,113909.87,114063.49,113469.43,113982.49,3,3,4,4,1,1,0,1,1,2.0,2,2.0,2.0,4.0,3.0,3.0,2.0,2,2,1,1.0,2.0,0,2,2,3,0,3,2.0,3.0,2,2.0
2025-08-02 08:00:00,113982.49,114040.29,113425.58,113787.12,3,2,3,3,0,0,0,0,0,2.0,2,2.0,2.0,3.0,4.0,4.0,1.0,2,2,3,0.0,1.0,0,1,1,2,1,3,1.0,1.0,2,2.0
2025-08-02 12:00:00,113787.11,113787.12,112802.31,112840.71,2,1,1,0,1,1,1,1,1,1.0,1,1.0,1.0,2.0,2.0,2.0,0.0,1,1,3,1.0,0.0,1,0,0,0,2,3,3.0,4.0,1,1.0
2025-08-02 16:00:00,112840.7,113420.0,112003.0,112229.42,0,0,0,0,4,4,4,3,3,1.0,1,1.0,1.0,2.0,1.0,1.0,0.0,0,1,1,3.0,0.0,3,0,4,1,3,3,4.0,4.0,1,1.0
2025-08-02 20:00:00,112229.42,113058.82,112069.86,112546.35,0,0,0,0,2,2,2,2,2,0.0,0,0.0,0.0,1.0,3.0,3.0,0.0,0,0,4,4.0,4.0,2,4,3,1,4,3,2.0,0.0,0,0.0
2025-08-03 00:00:00,112546.35,113740.69,111920.0,113604.2,0,1,0,2,2,2,2,2,2,0.0,0,0.0,0.0,0.0,4.0,4.0,3.0,0,0,4,3.0,4.0,4,4,2,4,0,6,0.0,2.0,0,0.0
2025-08-03 04:00:00,113604.2,113720.16,113341.06,113700.0,2,0,3,2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,4.0,4.0,4.0,1,0,4,0.0,3.0,0,3,0,2,0,6,0.0,0.0,0,0.0
2025-08-03 08:00:00,113700.0,114260.31,113551.0,113862.18,0,0,0,0,2,2,0,3,3,4.0,4,0.0,4.0,4.0,0.0,0.0,0.0,0,0,0,4.0,3.0,1,3,3,1,1,6,4.0,4.0,4,4.0
2025-08-03 12:00:00,113862.19,114098.45,113579.69,113959.06,0,0,0,0,0,0,2,1,1,4.0,2,0.0,4.0,4.0,0.0,0.0,0.0,0,0,0,4.0,2.0,0,2,1,4,2,6,4.0,1.0,4,4.0
2025-08-03 16:00:00,113959.06,114799.97,113775.55,114313.19,0,2,1,2,2,2,1,2,2,4.0,0,0.0,4.0,4.0,0.0,0.0,1.0,0,0,0,4.0,4.0,4,4,4,2,3,6,4.0,2.0,4,4.0
2025-08-03 20:00:00,114313.19,114612.24,114066.56,114208.8,2,1,1,1,0,0,0,0,0,3.0,0,1.0,3.0,3.0,1.0,1.0,0.0,1,1,1,3.0,1.0,0,1,2,1,4,6,3.0,0.0,3,3.0
2025-08-04 00:00:00,114208.81,115000.0,114107.6,114570.61,1,3,2,3,3,3,4,3,3,3.0,0,1.0,3.0,3.0,2.0,2.0,3.0,1,1,2,2.0,4.0,3,4,3,0,0,0,3.0,4.0,3,3.0
2025-08-04 04:00:00,114570.61,114778.5,114148.58,114652.97,3,2,3,3,1,1,0,1,1,2.0,1,2.0,2.0,2.0,3.0,3.0,3.0,2,2,3,0.0,2.0,1,2,0,4,0,0,2.0,1.0,2,2.0
2025-08-04 08:00:00,114652.98,114750.0,114217.97,114493.09,3,1,3,2,1,1,1,0,0,1.0,1,2.0,1.0,2.0,3.0,3.0,1.0,2,2,3,0.0,0.0,0,0,0,3,1,0,2.0,2.0,2,2.0
2025-08-04 12:00:00,114493.09,115466.0,114121.0,114826.0,2,4,2,4,4,4,4,4,4,0.0,3,3.0,0.0,1.0,4.0,4.0,2.0,3,3,4,1.0,4.0,4,4,4,4,2,0,1.0,4.0,1,1.0
2025-08-04 16:00:00,114826.01,115720.0,114732.65,114777.62,4,4,4,4,4,4,4,4,4,0.0,3,3.0,0.0,1.0,4.0,4.0,2.0,3,3,4,3.0,1.0,4,1,4,0,3,0,1.0,0.0,1,1.0
