Date,open,high,low,close,volume,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,MA_20,EMA_20,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,RSI_14,MACD_12_26_9,MACDs_12_26_9,MACDh_12_26_9,ATR_14,Return,High_Low,Open_Close,UpperShadow,LowerShadow,Hour,Weekday,Volume_MA20,Volume_Change,VWAP,VWAP_20
2025-08-03 00:00:00,112546.35,113740.69,111920.0,113604.2,2106.5441,237947445.47649273,418118,954.66072,107943735.7920451,,113452.05470096579,,,,,,,-152.34754385086126,-125.71170665008296,-26.635837200778298,,0.009399238624797635,1820.6900000000023,1057.8499999999913,136.49000000000524,626.3500000000058,0,6,,0.08743148634617559,113831.53573681702,
2025-08-03 04:00:00,113604.2,113720.16,113341.06,113700.0,764.27697,86778251.9467757,130998,368.11441,41801748.6128717,,113485.83183152512,,,,,,,-114.00000822251604,-123.19652499750866,9.196516774992617,,0.0008432786815981697,379.1000000000058,95.80000000000291,20.160000000003492,263.1399999999994,4,6,,-0.6371891905799646,113825.40439056094,
2025-08-03 08:00:00,113700.0,114260.31,113551.0,113862.18,1260.20877,143489089.1139783,156276,725.50976,82603501.5851633,,113535.08226966056,,,,,,,-74.88692888074729,-112.97253603693625,38.085607156188956,,0.0014263852242744068,709.3099999999977,162.17999999999302,398.13000000000466,149.0,8,6,,0.6488901530030402,113828.01589765045,
2025-08-03 12:00:00,113862.19,114098.45,113579.69,113959.06,1131.56686,128830422.6483646,251886,558.89691,63627834.5452013,,113588.65705248881,,,,,,39.27759808769417,-39.022849158689496,-97.50220636698114,58.479357208291646,1132.1878571428585,0.0008508531981383793,518.7599999999948,96.86999999999534,139.38999999999942,282.5,12,6,,-0.10207984031090345,113829.77365710947,
2025-08-03 16:00:00,113959.06,114799.97,113775.55,114313.19,1254.96509,143410319.1586365,246789,702.85838,80315428.0246205,,113677.44715340082,,,,,,42.51928857639917,9.5365959641058,-75.31375932392763,84.85035528803343,1117.932142857144,0.0031075194898939618,1024.4199999999983,354.13000000000466,486.77999999999884,183.50999999999476,16,6,,0.10905076346969023,113846.93101695103,
2025-08-03 20:00:00,114313.19,114612.24,114066.56,114208.8,880.19867,100634505.8100063,215214,428.14313,48953972.7356285,,113740.83236209907,,,,,,41.40685764200502,39.93211942265043,-51.597016614431205,91.52913603708163,1011.8500000000016,-0.00091319295699821,545.6800000000076,-104.38999999999942,299.0500000000029,142.24000000000524,20,6,,-0.29862696818124235,113858.2212953863,
2025-08-04 00:00:00,114208.81,115000.0,114107.6,114570.61,1525.00586,174778603.675855,304162,749.69907,85930718.2721314,,113837.4918673986,,,,,,62.37388783165784,85.00783845188562,-23.64665951201119,108.6544979638968,898.9078571428576,0.0031679695435027355,892.3999999999942,361.8000000000029,429.3899999999994,101.20999999999185,0,0,,0.732570057166753,113887.4978230366,
2025-08-04 04:00:00,114570.61,114778.5,114148.58,114652.97,1221.27307,139739546.2641208,197361,526.28258,60226436.9812663,,113930.5089991633,,,,,,63.36341904078141,123.67776412438252,6.358754704404129,117.31900941997839,845.9378571428575,0.0007188580038108849,629.9199999999983,82.36000000000058,125.52999999999884,422.02999999999884,4,0,,-0.19916827729435738,113908.17888699613,
2025-08-04 08:00:00,114652.98,114750.0,114217.97,114493.09,1188.64494,136090921.963128,247694,515.96378,59076360.9297897,,113993.4937592635,,,,,,56.314869713788205,141.63553818699438,33.809721525551545,107.82581666144284,832.2750000000004,-0.0013944688916476267,532.0299999999988,-159.88999999999942,97.02000000000407,275.11999999999534,8,0,,-0.0267164901949406,113925.85062576663,
2025-08-04 12:00:00,114493.09,115466.0,114121.0,114826.0,2885.46126,331541729.6781156,530974,1497.28882,172049625.1553743,113938.80649999999,114085.16584424696,112274.9982668917,113938.80649999999,115602.61473310829,0.7666153112917853,0.7666153112917853,58.64572720619729,175.4678133639245,62.47179105651396,112.99602230741056,885.913571428571,0.002907686393999853,1345.0,332.9100000000035,640.0,372.0899999999965,12,0,2090.987444,1.4275215944636925,113986.46380227176,113986.46380227178
2025-08-04 16:00:00,114826.01,115720.0,114732.65,114777.62,1843.11618,212273932.3241284,412414,942.51512,108540416.7469034,113912.405,114160.29818652291,112324.9123809438,113912.405,115499.8976190562,0.77250992842864,0.77250992842864,60.46774602637806,196.30370791062887,89.48734896874463,106.81635894188425,912.5307142857148,-0.00042133314754499995,987.3500000000058,-48.38999999999942,893.9900000000052,44.970000000001164,16,0,2016.2167944999997,-0.3612403654312102,114032.48772709994,113958.96334691081
2025-08-04 20:00:00,114777.62,115340.0,114616.33,115055.03,1004.17785,115514140.157623,261625,483.54414,55619716.7239096,113897.26549999998,114256.10720849845,112362.9277101756,113897.26549999998,115431.60328982436,0.8772847503588301,0.8772847503588301,77.25518192112622,228.70367980077572,117.53758937756183,111.16609042321389,893.8778571428577,0.0024169345905586948,723.6699999999983,277.4100000000035,284.97000000000116,161.2899999999936,20,0,1800.1275439999997,-0.4551738729785335,114054.32389124464,113816.0742021981
2025-08-05 00:00:00,115055.03,115127.81,114256.85,114256.85,1398.92395,160455069.0429971,287638,652.16816,74827506.7652564,113943.674,114256.18581658871,112425.68705619095,113943.674,115461.66094380905,0.6031550374254737,0.6031550374254737,73.85722590013394,196.89334417588543,133.5029833891844,63.390360786701024,854.875,-0.00693737596696109,870.9599999999919,-798.179999999993,72.77999999999884,0.0,0,1,1663.2999905000001,0.3931037714086205,114069.29056343666,113813.75467844855
2025-08-05 04:00:00,114256.85,114500.66,113725.72,113969.7,2125.54323,242804599.54892072,261124,882.25638,100789177.3251681,113977.2625,114226.1853148834,112490.01997845568,113977.2625,115464.50502154432,0.49745754310731133,0.49745754310731133,66.86709438273067,150.1223115927569,136.8426200179797,13.279691574777189,839.5878571428568,-0.002513197239377818,774.9400000000023,-287.15000000000873,243.80999999999767,243.97999999999593,4,1,1604.862054,0.5194129959673648,114069.1172013136,113875.80423616177
2025-08-05 08:00:00,113969.7,115096.73,113928.87,114827.07,1593.56232,182617724.5458636,317175,877.52425,100547792.8868563,114023.12299999999,114288.51837218384,112488.81053674177,114023.12299999999,115557.43546325821,0.7619893337413091,0.7619893337413091,65.21425389976685,171.5783099465625,143.81610307783282,27.76220686872969,792.9571428571425,0.007522788951800363,1167.8600000000006,857.3700000000099,269.65999999998894,40.830000000001746,8,1,1613.3915395,-0.25027997666271895,114086.67211133943,113921.21144314641
2025-08-05 12:00:00,114827.07,114893.13,112650.0,112934.0,4590.4684,520992544.53318065,1006379,2107.07878,239124723.51650152,113970.69849999998,114149.19068757804,112360.75464381937,113970.69849999998,115580.6423561806,0.17803271647639404,0.17803271647639404,43.414831244304644,53.34517356980359,125.66706507461886,-72.32189150481527,926.1021428571423,-0.016486269309144652,2243.1300000000047,-1893.070000000007,66.05999999999767,284.0,12,1,1759.195459,1.880633121395591,114036.50075822009,113869.19871667332
2025-08-05 16:00:00,112934.0,113763.27,112815.68,113616.52,1434.52074,162586192.6582227,478510,673.47754,76323722.191653,113962.1685,114094.81395524759,112346.33223800763,113962.1685,115578.00476199237,0.3930434635828134,0.3930434635828134,48.06152981800516,8.979975210866542,102.2730839262006,-93.29310871533406,943.1221428571433,0.006043529849292462,947.5900000000111,682.5200000000041,146.75,118.32000000000698,16,1,1774.1533825000001,-0.6875001383301103,114020.10157069741,113853.9509011775
2025-08-05 20:00:00,113616.51,114228.88,113304.0,114129.75,899.77214,102405616.8174319,230226,430.16243,48957851.4156331,114026.6205,114098.35609242672,112498.68859139763,114026.6205,115554.55240860238,0.5337480680321447,0.5337480680321447,51.26384797987203,10.980763749641483,83.9792344397138,-72.99847069007232,972.1307142857155,0.004517212813770266,924.8800000000047,513.2400000000052,99.13000000000466,312.50999999999476,20,1,1723.005554,-0.3727716059371856,114017.99836916875,113894.47487405477
2025-08-06 00:00:00,114129.75,114139.38,113400.0,113509.97,1061.53764,120724616.0697804,286080,408.49037,46459434.2788091,114090.648,114039.0648109158,112789.29297387326,114090.648,115392.00302612674,0.27689485638354605,0.27689485638354605,44.2777882264435,-32.26366314422921,60.69462373305903,-92.95828687728824,951.7707142857159,-0.0054304859162488395,739.3800000000047,-619.7799999999988,9.630000000004657,109.97000000000116,0,2,1605.3471064999999,0.17978496200160188,114011.84498343513,114030.39152323945
2025-08-06 04:00:00,113509.98,114417.02,113355.13,114227.91,1437.03071,163790419.8922004,302903,717.83329,81849402.0211846,114174.726,114057.98993743153,113095.07248479193,114174.726,115254.37951520806,0.5246301240401923,0.5246301240401923,50.1251967049223,-13.504481233088882,45.83640916109853,-59.34089039418741,988.6428571428581,0.006324906966322041,1061.8899999999994,717.9300000000076,189.11000000000058,154.84999999999127,4,2,1580.3399375000001,0.35372562954998,114011.55798254073,114119.23218133087
2025-08-06 08:00:00,114227.9,114404.23,113727.57,114226.69,1280.29764,146061959.1246219,269803,657.13818,74963935.3691036,114205.85050000002,114074.8124946749,113160.09000745526,114205.85050000002,115251.61099254477,0.5099638015341718,0.5099638015341718,47.63511840910969,1.2142309841583483,36.90312643101143,-35.68889544685308,973.2328571428578,-1.0680402013796275e-05,676.6599999999889,-1.209999999991851,176.33000000000175,499.11999999999534,8,2,1539.0276145,-0.10906730726721914,114013.84260170569,114189.79783347978
2025-08-06 12:00:00,114226.68,115515.09,113579.9,115413.87,3509.68013,402461313.76963264,704802,1966.03693,225500696.2051932,114291.544,114207.74599101736,113144.35244970441,114291.544,115438.73555029558,0.9891624244054212,0.9891624244054212,54.54202492293654,100.08924981080054,49.55037128667706,50.538878524123476,1066.4664285714296,0.010393192694281739,1935.1900000000023,1187.1900000000023,101.22000000000116,646.7799999999988,12,2,1676.2977725,1.7413001636088308,114058.94554964593,114271.2158700482
2025-08-06 16:00:00,115413.87,115716.0,114942.18,115259.99,1727.95909,199297200.14588153,308639,796.77912,91906515.3339394,114361.4345,114311.78649549025,113155.5654556397,114361.4345,115567.3035443603,0.8725759045737334,0.8725759045737334,54.58112212104346,164.82018049286853,72.61895457964422,92.2012259132243,1083.7371428571444,-0.0013332886246686382,773.820000000007,-153.8799999999901,302.13000000000466,317.8100000000122,16,2,1699.6852885,-0.5076590954173366,114091.73235972787,114337.90786639565
2025-08-06 20:00:00,115260.0,115260.0,114793.01,114992.27,744.64797,85693223.8568016,154273,325.96959,37513224.4688421,114413.095,114378.82541675166,113191.38414030574,114413.095,115634.80585969426,0.7370343995079762,0.7370343995079762,51.00101986386565,193.59322912960488,96.82608396247313,96.76714516713174,1021.0221428571448,-0.0023227487699765126,466.99000000000524,-267.7299999999959,0.0,199.2600000000093,20,2,1680.339344,-0.5690592593832763,114102.07640465559,114368.36225891282
2025-08-07 00:00:00,114992.27,115185.58,114404.22,114546.03,1192.91433,136893563.3905805,198112,576.15563,66121446.950625,114424.737,114395.24401535309,113202.59713814245,114424.737,115646.87686185754,0.5496232075335674,0.5496232075335674,48.669464970831555,180.4653251045238,113.56072056596648,66.90460453855732,1006.3085714285729,-0.003880608670478458,781.3600000000006,-446.24000000000524,193.30999999999767,141.80999999999767,0,3,1677.2368060000001,0.6019842637857458,114112.8283563715,114383.27899236891
2025-08-07 04:00:00,114546.03,114876.79,114259.0,114787.99,1290.96115,147895974.1728116,209354,642.22974,73587812.715447,114453.6965,114433.69589128466,113225.66652861402,114453.6965,115681.72647138599,0.6361096666161606,0.6361096666161606,48.45952207341502,186.3139944926079,128.11609884160072,58.19789565100717,998.7457142857155,0.0021123385943624395,617.7899999999936,241.9600000000064,88.79999999998836,287.02999999999884,4,3,1697.77493,0.0821909985774083,114122.7215633058,114395.35313906147
2025-08-07 08:00:00,114787.99,116828.93,114787.98,116519.53,3698.10885,428983588.28952736,492704,2172.12244,251905570.6636638,114551.1425,114637.3666939107,113013.72439945982,114551.1425,116088.56060054018,1.1401601162716888,1.1401601162716888,61.783809682526396,319.5319919959147,166.4092189348217,153.12277306109303,1082.3164285714302,0.015084679155022984,2040.949999999997,1731.5399999999936,309.3999999999942,0.010000000009313226,8,3,1806.4300795000004,1.8646166850179804,114220.5918895114,114557.33480961912
2025-08-07 12:00:00,116519.54,116791.11,116035.84,116689.81,2746.73177,319832114.29082847,546103,1392.81119,162191741.7667713,114652.98449999999,114837.29589352477,112841.70682057641,114652.98449999999,116464.26217942357,1.0622620769688391,1.0622620769688391,64.34062672330984,433.01596806508314,219.74164547250476,213.2743225925784,1080.9114285714302,0.0014613859153054243,755.2700000000041,170.27000000000407,101.30000000000291,483.6999999999971,12,3,1882.7030145,-0.2572604319096773,114303.83184274033,114700.44710754277
2025-08-07 16:00:00,116689.8,117520.0,115632.31,117461.98,2735.62556,319105083.7385784,558042,1355.20075,158156893.9755317,114801.429,115092.41308697674,112600.58578703865,114801.429,117002.27221296135,1.1044390132680286,1.1044390132680286,64.01737255990963,575.637615620828,290.93266813971667,284.70494748111133,1132.3278571428589,0.006617287319261145,1887.6900000000023,772.179999999993,58.020000000004075,1057.4900000000052,16,3,1960.0520455,-0.00404342721823181,114393.7269936145,114858.4195796663
2025-08-07 20:00:00,117461.99,117621.0,117012.0,117472.01,1804.22097,211743973.9546006,310356,870.21778,102125404.3725932,114933.72950000002,115323.25529589338,112429.4612603867,114933.72950000002,117437.99773961333,1.0067908580735572,1.0067908580735572,80.19024201370733,681.4274377528345,369.04200457401225,312.38543317882227,1015.6042857142872,8.538933193524834e-05,609.0,10.019999999989523,148.99000000000524,449.99000000000524,20,3,1905.9900309999998,-0.3404722501569257,114460.86338834345,114981.308701163
2025-08-08 00:00:00,117472.02,117630.0,116694.28,116737.35,2393.91974,280094573.21877486,511625,1027.18014,120182644.9818505,115031.71599999999,115460.19264806008,112402.90370568266,115031.71599999999,117660.52829431731,0.8244115229693411,0.8244115229693411,70.61905460349936,700.1190703789471,435.264459714305,264.85461066464205,1014.7564285714294,-0.006253915294375134,935.7200000000012,-734.6699999999983,157.97999999999593,43.070000000006985,0,4,1933.530209,0.3268439840825039,114535.28838713138,115102.9991285732
2025-08-08 04:00:00,116737.34,116973.3,116401.0,116817.19,1456.27491,169950858.203494,224401,651.58146,76032292.3316351,115119.82400000002,115591.39100193893,112372.28077806592,115119.82400000002,117867.36722193412,0.8088879524168392,0.8088879524168392,68.83427430884564,712.8616887336975,490.78862899211936,222.07305974157816,989.5721428571435,0.0006839284941795309,572.3000000000029,79.85000000000582,156.11000000000058,336.3399999999965,4,4,1956.135062,-0.3916776382820586,114573.44134692548,115166.1264359734
2025-08-08 08:00:00,116817.2,116914.6,116317.08,116891.51,1108.98011,129319112.1239561,268792,500.07248,58317543.8496795,115251.557,115716.90885430538,112426.67522939452,115251.557,118076.43877060548,0.7902693162355761,0.7902693162355761,75.66057265312696,720.3972285572381,536.7134743881616,183.68375416907656,979.4392857142864,0.000636207736207206,597.5200000000041,74.30999999999767,23.09000000001106,500.11999999999534,8,4,1941.63787,-0.2384816202045259,114601.3202542458,115232.44881029698
2025-08-08 12:00:00,116891.51,117271.73,115878.71,116207.69,2540.81848,296106840.90685475,544209,1165.72876,135864534.5182819,115363.4565,115764.22874874405,112575.30869684026,115363.4565,118151.60430315974,0.6513968339560862,0.6513968339560862,65.10161925655171,665.2016259254597,562.4125038838746,102.78912204158507,1003.0914285714285,-0.005850039921633243,1393.0199999999895,-683.8199999999924,380.22000000000116,328.9799999999959,12,4,1962.4016325,1.2911307940410222,114655.11794270904,115374.65109468995
2025-08-08 16:00:00,116207.7,116900.0,116006.14,116453.41,1690.79713,196921937.46157408,394422,897.94096,104583069.3822223,115444.77350000001,115830.59960814715,112627.7785395854,115444.77350000001,118261.76846041462,0.6790270330926578,0.6790270330926578,66.37448230421697,633.3977638833749,576.6101742795362,56.78758960383868,1018.6057142857151,0.002114490013526593,893.8600000000006,245.7100000000064,446.5899999999965,201.55999999999767,16,4,1967.2633730000002,-0.33454627187692687,114689.22713388293,115451.6630598512
2025-08-08 20:00:00,116453.41,116980.0,116319.06,116674.74,854.52241,99806456.8096009,151855,342.40194,39990513.4050809,115631.81049999999,115911.807087642,113028.06359991053,115631.81049999999,118235.55740008946,0.7002747463595979,0.7002747463595979,60.80712984121067,618.4244052942668,584.9733118952964,33.45109339897033,927.5878571428578,0.0019005883983989058,660.9400000000023,221.33000000000175,305.25999999999476,134.35000000000582,20,4,1780.4660734999998,-0.49460382038855244,114707.92254023807,115733.18561748035
2025-08-09 00:00:00,116674.74,116750.0,116299.13,116384.01,971.89236,113203432.9672954,135431,363.74375,42373446.3646261,115770.18500000001,115957.18994732609,113328.26714448686,115770.18500000001,118212.10285551316,0.6256850222488323,0.6256850222488323,59.413335209267046,577.0069647523924,583.3799980516081,-6.373033299215763,904.5199999999999,-0.002491798996080985,450.86999999999534,-290.7300000000105,75.25999999999476,84.8799999999901,0,5,1757.3346545,0.13735151779108978,114726.83313305127,115849.06480057385
2025-08-09 04:00:00,116384.01,116980.0,116339.45,116756.01,2021.01259,235841895.5656486,278492,1064.09266,124184023.888448,115901.49799999999,116033.89680174169,113550.2369621235,115901.49799999999,118252.75903787649,0.6817135541810666,0.6817135541810666,64.51723888164562,566.9615537603968,580.0962359630242,-13.13468220262746,916.9171428571426,0.0031963153701268787,640.5500000000029,372.0,223.99000000000524,44.55999999999767,4,5,1813.396677,1.079461340759999,114769.5450986706,115944.69035455638
2025-08-09 08:00:00,116756.0,117944.05,116756.0,117110.0,2353.3714,276230205.1416179,354468,1301.13377,152715702.3648177,116081.49949999999,116137.14855552411,113961.26637809562,116081.49949999999,118201.73262190436,0.74254420171406,0.74254420171406,71.42931169649594,580.2462348108384,580.1262362678104,0.11999854302791846,945.9664285714285,0.003031878187683912,1188.050000000003,354.0,834.0500000000029,0.0,8,5,1877.988365,0.1644516276862975,114831.27244567602,116091.64894963575
2025-08-09 12:00:00,117110.0,117238.04,116700.01,116892.47,1382.66437,161718872.4567921,247175,725.1511,84820284.1157838,116214.72750000001,116209.569870143,114256.21138873098,116214.72750000001,118173.24361126903,0.6730244893315808,0.6730244893315808,67.66107862422712,567.0076462624565,577.5024808192505,-10.49483455679399,940.269285714286,-0.0018574844163606885,538.0299999999988,-217.52999999999884,128.0399999999936,192.4600000000064,12,5,1875.2700479999999,-0.4124750687460551,114861.46990361754,116203.19470680981
2025-08-09 16:00:00,116892.48,116947.16,116500.0,116535.69,1202.78039,140321045.5533564,167656,648.16143,75620589.8545725,116330.17749999999,116240.81863675431,114607.01454372167,116330.17749999999,118053.34045627831,0.5596323462186875,0.5596323462186875,50.17629603770295,522.2180866680574,566.4454757403321,-44.22738907227472,826.4271428571436,-0.003052206870125973,447.1600000000035,-356.7899999999936,54.68000000000757,35.69000000000233,16,5,1871.3941854999998,-0.13009952661179813,114883.57422238757,116289.1822768865
2025-08-09 20:00:00,116535.68,117021.16,116359.89,116462.25,1582.41033,184522150.0176618,207729,767.57145,89514254.5287465,116382.59650000001,116262.02381115266,114713.87502877804,116382.59650000001,118051.31797122199,0.5238666252498259,0.5238666252498259,47.46386825845453,475.40953277437075,548.238120834146,-72.82858805977526,819.7128571428578,-0.000630193205188867,661.2700000000041,-73.42999999999302,485.4800000000105,102.36000000000058,20,5,1775.0306955,0.31562697825494146,114911.10142878971,116447.3169925269
2025-08-10 00:00:00,116462.25,118500.0,116460.63,118500.0,3892.68324,458141314.9579617,470884,2375.20894,279581483.7681373,116544.597,116476.2289063533,114713.56232595297,116544.597,118375.63167404702,1.0339612154034459,1.0339612154034459,59.02321651477594,593.3153026588407,557.2536230799413,36.061679578899316,830.5471428571431,0.01749708596562405,2039.3699999999953,2037.75,0.0,1.6199999999953434,0,6,1883.2669030000002,1.4599708218537728,115020.62898953207,116641.56159861475
2025-08-10 04:00:00,118500.0,118741.77,117466.34,117808.3,2444.0838,288972231.8447777,431454,1147.37239,135694183.5668151,116685.39849999998,116603.66581096716,114925.25539561108,116685.39849999998,118445.54160438888,0.8189801718962726,0.8189801718962726,52.61354045395982,624.5180423526763,570.7065855805953,53.81145677208099,878.1492857142865,-0.005837130801687684,1275.4300000000076,-691.6999999999971,241.77000000000407,341.9600000000064,4,6,1968.2386945000003,-0.3721339114147906,115089.55844689954,116757.01133378201
2025-08-10 08:00:00,117808.29,118500.0,117608.01,118330.58,1506.32503,178057964.9020502,346119,810.23724,95770671.9127698,116874.626,116768.80562686443,115276.62880240797,116874.626,118472.62319759204,0.9555558677430485,0.9555558677430485,62.804782976999704,682.9290822352195,593.151189880563,89.7778923546565,875.0257142857154,0.0044333039352915105,891.9900000000052,522.2900000000081,169.41999999999825,200.27999999999884,8,6,1983.9092295000003,-0.3836851952457604,115132.45206708778,116871.2341897071
2025-08-10 12:00:00,118330.58,119113.94,118232.0,118815.0,2809.2276,333423155.3863983,437945,1512.40831,179523977.4278102,117075.97649999999,116964.40119468371,115573.01539162919,117075.97649999999,118578.93760837079,1.078532435175618,1.078532435175618,65.07596807031894,759.0467878860218,626.3304336199435,132.71635426607827,897.1428571428581,0.0040937853934290835,881.9400000000023,484.41999999999825,298.9400000000023,98.58000000000175,12,6,2059.822552,0.8649544713467321,115223.95455202341,117067.20481352213
2025-08-10 16:00:00,118815.0,118944.24,118433.8,118663.08,995.85812,118153752.2499177,213690,508.95628,60381942.8129901,117183.15400000001,117126.72066632975,115547.41744128002,117183.15400000001,118818.89055872,0.952372966817492,0.952372966817492,63.213946334775926,798.0278350685403,660.6700166933698,137.3578183751705,890.9228571428581,-0.0012786264360560295,510.4400000000023,-151.91999999999825,129.24000000000524,229.27999999999884,16,6,1924.7100154999996,-0.6455046504597919,115254.92342565938,117207.09436834256
2025-08-10 20:00:00,118663.09,119311.11,118074.99,119294.01,2674.59294,317450328.5307652,416973,1669.25197,198130214.23279953,117313.36400000002,117333.75294910673,115444.92847127933,117313.36400000002,119181.7995287207,1.0300279216366979,1.0300279216366979,73.20359911706146,869.2457588095276,702.3852650047763,166.8604938047513,879.7157142857156,0.005316986547121427,1236.1199999999953,630.9199999999983,17.10000000000582,588.0999999999913,20,6,1921.1030739999999,1.6857168569354037,115340.41993476133,117374.62713838324
2025-08-11 00:00:00,119294.27,122164.07,118972.59,121728.99,7626.19257,921251175.8150797,1013671,4168.58541,503187520.3985768,117526.7145,117753.4911556029,114806.50586507985,117526.7145,120246.92313492016,1.2724178664191597,1.2724178664191597,79.83999601800042,1107.4320662635,783.3947804399226,324.03728582357746,1043.8314285714307,0.020411586466076548,3191.4800000000105,2434.720000000001,435.08000000000175,321.68000000000757,0,0,2165.6314245,1.8513470053502799,115692.99499793729,118036.8548814286
2025-08-11 04:00:00,121729.0,122335.16,121466.08,121537.15,4279.8879,521892702.9301928,571340,1995.64419,243413431.6080896,117729.97149999999,118114.7305673173,114472.52259538129,117729.97149999999,120987.42040461868,1.0843803865352823,1.0843803865352823,77.59506213756855,1266.2187033663504,879.9597130105367,386.2589903558137,1058.6985714285734,-0.0015759598432552036,869.0800000000017,-191.85000000000582,606.1600000000035,71.06999999999243,4,0,2289.414771,-0.43879100078900846,115900.18380483182,118413.02304955224
2025-08-11 08:00:00,121537.14,121823.0,120286.4,120561.54,4216.26732,510604967.3367356,566188,2009.30795,243363090.73219672,117921.18100000001,118348.28120027974,114466.10434582461,117921.18100000001,121376.25765417541,0.882098469046867,0.882098469046867,71.99818434003811,1298.9944621856266,963.7667655927022,335.2276965929244,1136.250714285717,-0.008027257509329422,1536.6000000000058,-975.6000000000058,285.8600000000006,275.1399999999994,8,0,2380.53215,-0.014865010833578052,116062.0974128507,118702.42058501222
2025-08-11 12:00:00,120561.53,120667.54,119382.91,120314.4,5236.26223,628472627.8636091,907593,2755.26055,330700606.76292753,118096.04149999998,118535.9094230175,114524.2054123994,118096.04149999998,121667.87758760055,0.8105347565781253,0.8105347565781253,68.98757885278073,1290.288807627614,1029.0712380501245,261.2175695774895,1182.2564285714304,-0.0020499074580500043,1284.62999999999,-247.13000000000466,106.00999999999476,931.4899999999907,12,0,2569.531516,0.24191893743587412,116219.34440542677,118902.90355441526
